model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,19.0,27.0,22.0,4,No,18
ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,19.0,27.0,22.0,4,No,18
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,CA,small car,3.0,23.0,33.0,27.0,6,No,18
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,FA,small car,3.0,23.0,33.0,27.0,6,No,18
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,CA,small car,3.0,20.0,32.0,24.0,5,No,18
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,FA,small car,3.0,20.0,32.0,24.0,5,No,18
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,CA,small car,3.0,21.0,30.0,24.0,5,No,18
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,FA,small car,3.0,21.0,30.0,24.0,5,No,18
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,CA,small car,3.0,20.0,29.0,23.0,5,No,18
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,FA,small car,3.0,20.0,29.0,23.0,5,No,18
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,CA,small car,3.0,20.0,30.0,23.0,5,No,18
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,FA,small car,3.0,20.0,30.0,23.0,5,No,18
ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,CA,small car,1.0,24.0,34.0,28.0,6,No,18
ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,FA,small car,1.0,24.0,34.0,28.0,6,No,18
ALFA ROMEO Giulia,2.0,4,Auto-8,2WD,Gasoline,FA,midsize car,3.0,24.0,33.0,27.0,6,No,18
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,CA,midsize car,3.0,17.0,24.0,20.0,4,No,18
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,FA,midsize car,3.0,17.0,24.0,20.0,4,No,18
ALFA ROMEO Giulia AWD,2.0,4,Auto-8,4WD,Gasoline,FA,midsize car,3.0,23.0,31.0,26.0,5,No,18
ALFA ROMEO Stelvio AWD,2.0,4,Auto-8,4WD,Gasoline,FA,small SUV,3.0,22.0,28.0,24.0,5,No,18
AUDI A3,2.0,4,AMS-6,4WD,Gasoline,CA,small car,7.0,24.0,31.0,27.0,6,No,18
AUDI A3,2.0,4,AMS-6,4WD,Gasoline,FA,small car,7.0,24.0,31.0,27.0,6,No,18
AUDI A3,2.0,4,AMS-7,2WD,Gasoline,CA,small car,7.0,26.0,35.0,29.0,6,No,18
AUDI A3,2.0,4,AMS-7,2WD,Gasoline,FA,small car,7.0,26.0,35.0,29.0,6,No,18
AUDI A3 Cabriolet,2.0,4,AMS-6,4WD,Gasoline,CA,small car,7.0,22.0,30.0,25.0,5,No,18
AUDI A3 Cabriolet,2.0,4,AMS-6,4WD,Gasoline,FA,small car,7.0,22.0,30.0,25.0,5,No,18
AUDI A3 Cabriolet,2.0,4,AMS-7,2WD,Gasoline,CA,small car,7.0,25.0,33.0,28.0,6,No,18
AUDI A3 Cabriolet,2.0,4,AMS-7,2WD,Gasoline,FA,small car,7.0,25.0,33.0,28.0,6,No,18
AUDI A4,2.0,4,AMS-7,4WD,Gasoline,CA,small car,5.0,24.0,34.0,27.0,6,No,18
AUDI A4,2.0,4,AMS-7,4WD,Gasoline,FA,small car,5.0,24.0,34.0,27.0,6,No,18
AUDI A4,2.0,4,Man-6,4WD,Gasoline,CA,small car,3.0,24.0,33.0,27.0,6,No,18
AUDI A4,2.0,4,Man-6,4WD,Gasoline,FA,small car,3.0,24.0,33.0,27.0,6,No,18
AUDI A4 Ultra,2.0,4,AMS-7,2WD,Gasoline,CA,small car,3.0,27.0,37.0,31.0,7,Yes,18
AUDI A4 Ultra,2.0,4,AMS-7,2WD,Gasoline,FA,small car,3.0,27.0,37.0,31.0,7,Yes,18
AUDI A5,2.0,4,AMS-7,4WD,Gasoline,CA,small car,5.0,24.0,34.0,27.0,6,No,18
AUDI A5,2.0,4,AMS-7,4WD,Gasoline,FA,small car,5.0,24.0,34.0,27.0,6,No,18
AUDI A5,2.0,4,Man-6,4WD,Gasoline,CA,small car,3.0,24.0,33.0,27.0,6,No,18
AUDI A5,2.0,4,Man-6,4WD,Gasoline,FA,small car,3.0,24.0,33.0,27.0,6,No,18
AUDI A5 Cabriolet,2.0,4,AMS-7,4WD,Gasoline,CA,small car,5.0,24.0,34.0,27.0,6,No,18
AUDI A5 Cabriolet,2.0,4,AMS-7,4WD,Gasoline,FA,small car,5.0,24.0,34.0,27.0,6,No,18
AUDI A5 Sportback quattro,2.0,4,AMS-7,4WD,Gasoline,CA,midsize car,5.0,24.0,34.0,27.0,6,No,18
AUDI A5 Sportback quattro,2.0,4,AMS-7,4WD,Gasoline,FA,midsize car,5.0,24.0,34.0,27.0,6,No,18
AUDI A6,2.0,4,AMS-7,2WD,Gasoline,CA,midsize car,5.0,25.0,34.0,28.0,6,No,18
AUDI A6,2.0,4,AMS-7,2WD,Gasoline,FA,midsize car,5.0,25.0,34.0,28.0,6,No,18
AUDI A6,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,22.0,31.0,26.0,5,No,18
AUDI A6,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,22.0,31.0,26.0,5,No,18
AUDI A6,3.0,6,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,20.0,29.0,23.0,5,No,18
AUDI A6,3.0,6,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,20.0,29.0,23.0,5,No,18
AUDI A7,3.0,6,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,20.0,29.0,23.0,5,No,18
AUDI A7,3.0,6,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,20.0,29.0,23.0,5,No,18
AUDI A8 L,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,19.0,29.0,22.0,4,No,18
AUDI A8 L,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,19.0,29.0,22.0,4,No,18
AUDI Q3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,20.0,28.0,23.0,5,No,18
AUDI Q3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,20.0,28.0,23.0,5,No,18
AUDI Q3,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small car,3.0,20.0,28.0,23.0,5,No,18
AUDI Q3,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small car,3.0,20.0,28.0,23.0,5,No,18
AUDI Q5,2.0,4,SemiAuto-7,4WD,Gasoline,CA,small SUV,3.0,23.0,27.0,25.0,5,No,18
AUDI Q5,2.0,4,SemiAuto-7,4WD,Gasoline,FA,small SUV,3.0,23.0,27.0,25.0,5,No,18
AUDI Q7,2.0,4,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,19.0,25.0,21.0,4,No,18
AUDI Q7,2.0,4,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,19.0,25.0,21.0,4,No,18
AUDI Q7,3.0,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,19.0,25.0,21.0,4,No,18
AUDI Q7,3.0,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,19.0,25.0,21.0,4,No,18
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,CA,small car,3.0,19.0,28.0,22.0,4,No,18
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,FA,small car,3.0,19.0,28.0,22.0,4,No,18
AUDI S3,2.0,4,AMS-7,4WD,Gasoline,FA,small car,3.0,22.0,28.0,25.0,5,No,18
AUDI S3,2.0,4,AMS-7,4WD,Gasoline,CA,small car,3.0,22.0,28.0,25.0,5,No,18
AUDI S4,3.0,6,AMS-8,4WD,Gasoline,CA,small car,5.0,21.0,30.0,24.0,5,No,18
AUDI S4,3.0,6,AMS-8,4WD,Gasoline,FA,small car,5.0,21.0,30.0,24.0,5,No,18
AUDI S5,3.0,6,AMS-8,4WD,Gasoline,CA,small car,5.0,21.0,30.0,24.0,5,No,18
AUDI S5,3.0,6,AMS-8,4WD,Gasoline,FA,small car,5.0,21.0,30.0,24.0,5,No,18
AUDI S5 Cabriolet,3.0,6,AMS-8,4WD,Gasoline,CA,small car,5.0,20.0,29.0,23.0,5,No,18
AUDI S5 Cabriolet,3.0,6,AMS-8,4WD,Gasoline,FA,small car,5.0,20.0,29.0,23.0,5,No,18
AUDI S5 Sportback,3.0,6,AMS-8,4WD,Gasoline,CA,midsize car,5.0,21.0,30.0,24.0,5,No,18
AUDI S5 Sportback,3.0,6,AMS-8,4WD,Gasoline,FA,midsize car,5.0,21.0,30.0,24.0,5,No,18
AUDI SQ5,3.0,6,AMS-8,4WD,Gasoline,CA,small SUV,5.0,19.0,24.0,21.0,4,No,18
AUDI SQ5,3.0,6,AMS-8,4WD,Gasoline,FA,small SUV,5.0,19.0,24.0,21.0,4,No,18
AUDI TT Coupe,2.0,4,AMS-6,4WD,Gasoline,CA,small car,7.0,23.0,30.0,26.0,5,No,18
AUDI TT Coupe,2.0,4,AMS-6,4WD,Gasoline,FA,small car,7.0,23.0,30.0,26.0,5,No,18
AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,CA,small car,3.0,19.0,29.0,22.0,4,No,18
AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,FA,small car,3.0,19.0,29.0,22.0,4,No,18
AUDI TT Roadster,2.0,4,AMS-6,4WD,Gasoline,CA,small car,7.0,23.0,30.0,26.0,5,No,18
AUDI TT Roadster,2.0,4,AMS-6,4WD,Gasoline,FA,small car,7.0,23.0,30.0,26.0,5,No,18
AUDI TTS Coupe,2.0,4,AMS-6,4WD,Gasoline,FA,small car,3.0,23.0,27.0,25.0,5,No,18
AUDI TTS Coupe,2.0,4,AMS-6,4WD,Gasoline,CA,small car,3.0,23.0,27.0,25.0,5,No,18
AUDI allroad quattro,2.0,4,AMS-7,4WD,Gasoline,CA,station wagon,5.0,22.0,30.0,25.0,5,No,18
AUDI allroad quattro,2.0,4,AMS-7,4WD,Gasoline,FA,station wagon,5.0,22.0,30.0,25.0,5,No,18
BENTLEY Bentayga,6.0,12,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,12.0,19.0,15.0,2,No,18
BENTLEY Bentayga,6.0,12,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,12.0,19.0,15.0,2,No,18
BENTLEY Chiron,8.0,16,AMS-7,4WD,Gasoline,CA,small car,1.0,9.0,14.0,11.0,1,No,18
BENTLEY Chiron,8.0,16,AMS-7,4WD,Gasoline,FA,small car,1.0,9.0,14.0,11.0,1,No,18
BMW 230i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 230i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 230i Coupe,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,21.0,32.0,25.0,5,No,18
BMW 230i Coupe,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,21.0,32.0,25.0,5,No,18
BMW 230i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7.0,24.0,35.0,28.0,6,No,18
BMW 230i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,7.0,24.0,35.0,28.0,6,No,18
BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7.0,24.0,33.0,27.0,6,No,18
BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,7.0,24.0,33.0,27.0,6,No,18
BMW 320i,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,23.0,35.0,27.0,6,No,18
BMW 320i,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,23.0,35.0,27.0,6,No,18
BMW 320i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,24.0,35.0,28.0,6,No,18
BMW 320i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,24.0,35.0,28.0,6,No,18
BMW 320i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,23.0,34.0,27.0,6,No,18
BMW 320i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,23.0,34.0,27.0,6,No,18
BMW 330i,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,21.0,32.0,25.0,5,No,18
BMW 330i,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,21.0,32.0,25.0,5,No,18
BMW 330i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 330i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 330i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 330i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 330i Gran Turismo,2.0,4,SemiAuto-8,4WD,Gasoline,CA,large car,7.0,23.0,33.0,27.0,6,No,18
BMW 330i Gran Turismo,2.0,4,SemiAuto-8,4WD,Gasoline,FA,large car,7.0,23.0,33.0,27.0,6,No,18
BMW 330i Sports Wagon,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,7.0,23.0,33.0,27.0,6,No,18
BMW 330i Sports Wagon,2.0,4,SemiAuto-8,4WD,Gasoline,FA,station wagon,7.0,23.0,33.0,27.0,6,No,18
BMW 340i,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 340i,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 340i,3.0,6,Man-6,4WD,Gasoline,CA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 340i,3.0,6,Man-6,4WD,Gasoline,FA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 340i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21.0,32.0,25.0,5,No,18
BMW 340i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21.0,32.0,25.0,5,No,18
BMW 340i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21.0,31.0,25.0,5,No,18
BMW 340i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21.0,31.0,25.0,5,No,18
BMW 340i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,20.0,29.0,23.0,5,No,18
BMW 340i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,20.0,29.0,23.0,5,No,18
BMW 430i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 430i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 430i Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7.0,22.0,32.0,26.0,5,No,18
BMW 430i Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,7.0,22.0,32.0,26.0,5,No,18
BMW 430i Coupe,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,21.0,33.0,25.0,5,No,18
BMW 430i Coupe,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,21.0,33.0,25.0,5,No,18
BMW 430i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 430i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 430i Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 430i Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,7.0,24.0,34.0,27.0,6,No,18
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,7.0,23.0,33.0,27.0,6,No,18
BMW 440i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21.0,29.0,24.0,5,No,18
BMW 440i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21.0,29.0,24.0,5,No,18
BMW 440i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,20.0,29.0,23.0,5,No,18
BMW 440i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,20.0,29.0,23.0,5,No,18
BMW 440i Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 440i Coupe,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 440i Coupe,3.0,6,Man-6,4WD,Gasoline,CA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 440i Coupe,3.0,6,Man-6,4WD,Gasoline,FA,small car,3.0,19.0,29.0,23.0,5,No,18
BMW 440i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21.0,32.0,25.0,5,No,18
BMW 440i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21.0,32.0,25.0,5,No,18
BMW 440i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21.0,31.0,25.0,5,No,18
BMW 440i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21.0,31.0,25.0,5,No,18
BMW 440i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21.0,32.0,25.0,5,No,18
BMW 440i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21.0,32.0,25.0,5,No,18
BMW 440i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21.0,31.0,25.0,5,No,18
BMW 440i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21.0,31.0,25.0,5,No,18
BMW 530i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,24.0,34.0,27.0,6,No,18
BMW 530i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,24.0,34.0,27.0,6,No,18
BMW 530i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7.0,23.0,33.0,27.0,6,No,18
BMW 530i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,7.0,23.0,33.0,27.0,6,No,18
BMW 540i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,21.0,30.0,24.0,5,No,18
BMW 540i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,21.0,30.0,24.0,5,No,18
BMW 540i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,20.0,29.0,23.0,5,No,18
BMW 540i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,20.0,29.0,23.0,5,No,18
BMW 640i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,20.0,29.0,23.0,5,No,18
BMW 640i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,20.0,29.0,23.0,5,No,18
BMW 640i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,19.0,28.0,22.0,4,No,18
BMW 640i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,19.0,28.0,22.0,4,No,18
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,20.0,29.0,23.0,5,No,18
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,20.0,29.0,23.0,5,No,18
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,19.0,28.0,22.0,4,No,18
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,19.0,28.0,22.0,4,No,18
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,16.0,25.0,19.0,3,No,18
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,16.0,25.0,19.0,3,No,18
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,16.0,25.0,19.0,3,No,18
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,16.0,25.0,19.0,3,No,18
BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,21.0,29.0,24.0,5,No,18
BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,21.0,29.0,24.0,5,No,18
BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,20.0,29.0,23.0,5,No,18
BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,20.0,29.0,23.0,5,No,18
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,17.0,25.0,20.0,4,No,18
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,17.0,25.0,20.0,4,No,18
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,16.0,25.0,19.0,3,No,18
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,16.0,25.0,19.0,3,No,18
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,16.0,25.0,19.0,3,No,18
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,16.0,25.0,19.0,3,No,18
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,16.0,25.0,19.0,3,No,18
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,16.0,25.0,19.0,3,No,18
BMW M2,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,20.0,26.0,22.0,4,No,18
BMW M2,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,20.0,26.0,22.0,4,No,18
BMW M2,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,18.0,26.0,21.0,4,No,18
BMW M2,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,18.0,26.0,21.0,4,No,18
BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,18.0,27.0,22.0,4,No,18
BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,18.0,27.0,22.0,4,No,18
BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,19.0,28.0,22.0,4,No,18
BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,19.0,28.0,22.0,4,No,18
BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21.0,30.0,24.0,5,No,18
BMW M3,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No,18
BMW M3,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No,18
BMW M3,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW M3,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,16.0,22.0,19.0,3,No,18
BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,16.0,22.0,19.0,3,No,18
BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No,18
BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No,18
BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No,18
BMW M4 DTM Champions Edition,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No,18
BMW M4 DTM Champions Edition,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No,18
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,16.0,25.0,19.0,3,No,18
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,16.0,25.0,19.0,3,No,18
