model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3.0,13.0,18.0,15.0,2,No,18
MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,FA,standard SUV,3.0,13.0,18.0,15.0,2,No,18
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,CA,small car,5.0,16.0,21.0,18.0,3,No,18
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,CA,small car,5.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,FA,small car,5.0,16.0,21.0,18.0,3,No,18
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,FA,small car,5.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,CA,small car,5.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,FA,small car,5.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,large car,5.0,17.0,26.0,20.0,4,No,18
MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,FA,large car,5.0,17.0,26.0,20.0,4,No,18
MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,FA,small car,1.0,16.0,25.0,19.0,3,No,18
MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,CA,small car,3.0,16.0,25.0,19.0,3,No,18
MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,CA,small car,3.0,13.0,22.0,16.0,2,No,18
MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,FA,small car,3.0,13.0,22.0,16.0,2,No,18
MERCEDES-BENZ AMG SLC 43,3.0,6,Auto-9,2WD,Gasoline,FA,small car,5.0,20.0,29.0,23.0,5,No,18
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,5.0,22.0,29.0,25.0,5,No,18
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,5.0,22.0,30.0,25.0,5,No,18
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,5.0,24.0,33.0,27.0,6,No,18
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,FA,small car,5.0,22.0,29.0,25.0,5,No,18
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,FA,small car,5.0,22.0,30.0,25.0,5,No,18
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,FA,small car,5.0,24.0,33.0,27.0,6,No,18
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small car,5.0,22.0,29.0,25.0,5,No,18
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small car,5.0,22.0,30.0,25.0,5,No,18
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small car,5.0,23.0,32.0,26.0,5,No,18
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,FA,small car,5.0,22.0,29.0,25.0,5,No,18
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,FA,small car,5.0,22.0,30.0,25.0,5,No,18
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,FA,small car,5.0,23.0,32.0,26.0,5,No,18
MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,CA,small car,5.0,24.0,37.0,29.0,6,No,18
MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,FA,small car,5.0,24.0,37.0,29.0,6,No,18
MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,small car,5.0,24.0,32.0,27.0,6,No,18
MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,FA,small car,5.0,24.0,32.0,27.0,6,No,18
MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,FA,small car,1.0,18.0,26.0,21.0,4,No,18
MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,CA,small car,3.0,18.0,26.0,21.0,4,No,18
MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,FA,small car,1.0,17.0,25.0,20.0,4,No,18
MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,CA,midsize car,5.0,22.0,30.0,25.0,5,No,18
MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,FA,midsize car,5.0,22.0,30.0,25.0,5,No,18
MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,midsize car,5.0,21.0,29.0,24.0,5,No,18
MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,FA,midsize car,5.0,21.0,29.0,24.0,5,No,18
MERCEDES-BENZ E400,3.0,6,Auto-9,2WD,Gasoline,FA,small car,5.0,20.0,26.0,22.0,4,No,18
MERCEDES-BENZ E400 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20.0,26.0,22.0,4,No,18
MERCEDES-BENZ E400 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,station wagon,5.0,19.0,25.0,21.0,4,No,18
MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,CA,station wagon,5.0,24.0,33.0,27.0,6,No,18
MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,FA,station wagon,5.0,24.0,33.0,27.0,6,No,18
MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,small SUV,5.0,23.0,31.0,26.0,5,No,18
MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,FA,small SUV,5.0,23.0,31.0,26.0,5,No,18
MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,CA,small SUV,5.0,22.0,28.0,24.0,5,No,18
MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,FA,small SUV,5.0,22.0,28.0,24.0,5,No,18
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5.0,21.0,28.0,24.0,5,No,18
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5.0,22.0,27.0,24.0,5,No,18
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,FA,small SUV,5.0,21.0,28.0,24.0,5,No,18
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,FA,small SUV,5.0,22.0,27.0,24.0,5,No,18
MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,FA,standard SUV,1.0,18.0,23.0,20.0,4,No,18
MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,CA,standard SUV,3.0,18.0,23.0,20.0,4,No,18
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,FA,standard SUV,1.0,18.0,22.0,19.0,3,No,18
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,CA,standard SUV,3.0,18.0,22.0,19.0,3,No,18
MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,CA,standard SUV,3.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,standard SUV,3.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,standard SUV,3.0,14.0,19.0,16.0,2,No,18
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,FA,standard SUV,3.0,14.0,19.0,16.0,2,No,18
MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,large car,5.0,17.0,27.0,21.0,4,No,18
MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,FA,large car,5.0,17.0,27.0,21.0,4,No,18
MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,CA,large car,5.0,16.0,25.0,19.0,3,No,18
MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,FA,large car,5.0,16.0,25.0,19.0,3,No,18
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,FA,small car,1.0,17.0,25.0,20.0,4,No,18
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,3.0,25.0,32.0,27.0,6,No,18
MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,FA,small car,3.0,25.0,32.0,27.0,6,No,18
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,CA,midsize car,7.0,24.0,34.0,28.0,6,No,18
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,FA,midsize car,7.0,24.0,34.0,28.0,6,No,18
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,24.0,32.0,27.0,6,No,18
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,24.0,32.0,27.0,6,No,18
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,FA,midsize car,3.0,22.0,32.0,26.0,5,No,18
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,CA,midsize car,3.0,22.0,32.0,26.0,5,No,18
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,23.0,31.0,26.0,5,No,18
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,23.0,31.0,26.0,5,No,18
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,CA,small car,7.0,28.0,37.0,32.0,7,Yes,18
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,FA,small car,7.0,28.0,37.0,32.0,7,Yes,18
MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,27.0,35.0,30.0,7,Yes,18
MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,27.0,35.0,30.0,7,Yes,18
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,FA,midsize car,3.0,24.0,34.0,28.0,6,No,18
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,CA,midsize car,3.0,24.0,34.0,28.0,6,No,18
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,24.0,32.0,27.0,6,No,18
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,24.0,32.0,27.0,6,No,18
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,FA,midsize car,3.0,22.0,32.0,26.0,5,No,18
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,CA,midsize car,3.0,22.0,32.0,26.0,5,No,18
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,23.0,30.0,25.0,5,No,18
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,23.0,30.0,25.0,5,No,18
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,CA,small car,7.0,28.0,37.0,32.0,7,Yes,18
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,CA,small car,7.0,28.0,38.0,32.0,7,Yes,18
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,FA,small car,7.0,28.0,37.0,32.0,7,Yes,18
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,FA,small car,7.0,28.0,38.0,32.0,7,Yes,18
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,27.0,35.0,30.0,7,Yes,18
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,27.0,35.0,30.0,7,Yes,18
MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,22.0,31.0,25.0,5,No,18
MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,7.0,22.0,31.0,25.0,5,No,18
MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,23.0,32.0,27.0,6,No,18
MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,23.0,32.0,27.0,6,No,18
MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,7.0,21.0,30.0,24.0,5,No,18
MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,FA,midsize car,7.0,21.0,30.0,24.0,5,No,18
MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7.0,22.0,31.0,26.0,5,No,18
MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,7.0,22.0,31.0,26.0,5,No,18
MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,23.0,32.0,26.0,5,No,18
MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,23.0,32.0,26.0,5,No,18
MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,25.0,33.0,28.0,6,No,18
MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,25.0,33.0,28.0,6,No,18
MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,23.0,32.0,27.0,6,No,18
MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,23.0,32.0,27.0,6,No,18
MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,7.0,21.0,31.0,24.0,5,No,18
MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,FA,midsize car,7.0,21.0,31.0,24.0,5,No,18
MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7.0,22.0,31.0,26.0,5,No,18
MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,7.0,22.0,31.0,26.0,5,No,18
MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,23.0,32.0,26.0,5,No,18
MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,23.0,32.0,26.0,5,No,18
MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,25.0,32.0,28.0,6,No,18
MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,25.0,32.0,28.0,6,No,18
MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,3.0,20.0,29.0,24.0,5,No,18
MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,FA,midsize car,3.0,20.0,29.0,24.0,5,No,18
MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,22.0,30.0,25.0,5,No,18
MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,22.0,30.0,25.0,5,No,18
MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,3.0,21.0,31.0,24.0,5,No,18
MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,FA,midsize car,3.0,21.0,31.0,24.0,5,No,18
MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,23.0,31.0,26.0,5,No,18
MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,23.0,31.0,26.0,5,No,18
MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,22.0,31.0,25.0,5,No,18
MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,22.0,31.0,25.0,5,No,18
MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,25.0,33.0,28.0,6,No,18
MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,25.0,33.0,28.0,6,No,18
MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,23.0,32.0,26.0,5,No,18
MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,23.0,32.0,26.0,5,No,18
MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,25.0,32.0,28.0,6,No,18
MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,25.0,32.0,28.0,6,No,18
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,CA,small car,5.0,37.0,43.0,39.0,9,Yes,18
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,FA,small car,5.0,37.0,43.0,39.0,9,Yes,18
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,CA,small car,5.0,33.0,41.0,36.0,8,Yes,18
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,FA,small car,5.0,33.0,41.0,36.0,8,Yes,18
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,CA,small car,5.0,35.0,41.0,37.0,8,Yes,18
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,FA,small car,5.0,35.0,41.0,37.0,8,Yes,18
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,CA,small car,5.0,33.0,40.0,35.0,8,Yes,18
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,FA,small car,5.0,33.0,40.0,35.0,8,Yes,18
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,FA,small car,3.0,18.0,26.0,21.0,4,No,18
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,CA,small car,3.0,18.0,26.0,21.0,4,No,18
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,FA,small car,3.0,19.0,26.0,22.0,4,No,18
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,CA,small car,3.0,19.0,26.0,22.0,4,No,18
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No,18
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No,18
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,FA,small car,3.0,18.0,25.0,21.0,4,No,18
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,CA,small car,3.0,18.0,25.0,21.0,4,No,18
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,FA,standard SUV,3.0,14.0,19.0,16.0,2,No,18
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,CA,standard SUV,3.0,14.0,19.0,16.0,2,No,18
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,FA,standard SUV,3.0,13.0,18.0,15.0,2,No,18
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,CA,standard SUV,3.0,13.0,18.0,15.0,2,No,18
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,CA,small car,3.0,26.0,35.0,29.0,6,No,18
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,FA,small car,3.0,26.0,35.0,29.0,6,No,18
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,small car,3.0,31.0,39.0,34.0,8,Yes,18
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,small car,3.0,31.0,39.0,34.0,8,Yes,18
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,small car,5.0,31.0,39.0,34.0,8,Yes,18
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,small car,5.0,31.0,39.0,34.0,8,Yes,18
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,small car,3.0,27.0,36.0,30.0,7,Yes,18
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,small car,3.0,27.0,36.0,30.0,7,Yes,18
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,small car,5.0,27.0,36.0,30.0,7,Yes,18
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,small car,5.0,27.0,36.0,30.0,7,Yes,18
PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,22.0,30.0,25.0,5,No,18
PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,22.0,30.0,25.0,5,No,18
PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,20.0,29.0,23.0,5,No,18
PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,20.0,29.0,23.0,5,No,18
PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,22.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,22.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,20.0,28.0,23.0,5,No,18
PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,20.0,28.0,23.0,5,No,18
PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,21.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,21.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,19.0,28.0,22.0,4,No,18
PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,19.0,28.0,22.0,4,No,18
PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,20.0,26.0,22.0,4,No,18
PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,20.0,26.0,22.0,4,No,18
PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,20.0,25.0,22.0,4,No,18
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,20.0,25.0,22.0,4,No,18
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,21.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,21.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,20.0,28.0,23.0,5,No,18
PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,20.0,28.0,23.0,5,No,18
PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1.0,21.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,FA,small car,1.0,21.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,CA,small car,1.0,19.0,28.0,22.0,4,No,18
PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,FA,small car,1.0,19.0,28.0,22.0,4,No,18
PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,22.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,22.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,20.0,29.0,23.0,5,No,18
PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,20.0,29.0,23.0,5,No,18
PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,20.0,26.0,23.0,5,No,18
PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,20.0,26.0,23.0,5,No,18
PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,20.0,26.0,22.0,4,No,18
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,20.0,26.0,22.0,4,No,18
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,18.0,26.0,21.0,4,No,18
PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1.0,22.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,FA,small car,1.0,22.0,28.0,24.0,5,No,18
PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,CA,small car,1.0,20.0,29.0,23.0,5,No,18
PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,FA,small car,1.0,20.0,29.0,23.0,5,No,18
